Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765959968,40,,Aggregated,26.000000,0.000000,15,17,20,22,32,77,370,490,1200,1200,1200,1056,0,15,35.427907913827994,7.137215000511787,1219.6186330002092,709.0587121212121
1765959969,40,,Aggregated,26.600000,0.000000,15,17,20,22,31,65,370,490,1200,1200,1200,1088,0,15,34.81328671783585,7.137215000511787,1219.6186330002092,708.6819852941177
1765959970,40,,Aggregated,26.200000,0.000000,15,18,20,23,31,59,350,480,1200,1200,1200,1136,0,15,34.27726363293085,7.137215000511787,1219.6186330002092,706.4929577464789
1765959971,40,,Aggregated,26.000000,0.000000,15,17,20,22,31,58,350,480,1200,1200,1200,1171,0,15,33.68679237916906,7.137215000511787,1219.6186330002092,704.8582408198122
1765959972,40,,Aggregated,26.800000,0.000000,15,17,20,22,30,58,340,480,1200,1200,1200,1206,0,15,33.115841644283535,7.137215000511787,1219.6186330002092,705.7321724709784
1765959973,40,,Aggregated,28.600000,0.000000,15,17,20,22,30,57,340,480,1200,1200,1200,1228,0,15,32.78824970195632,7.137215000511787,1219.6186330002092,706.7125407166124
1765959974,40,,Aggregated,31.300000,0.000000,14,17,20,22,29,56,340,480,1200,1200,1200,1247,1,14,32.48688745629649,2.5703169994812924,1219.6186330002092,707.5340817963112
1765959975,40,,Aggregated,30.500000,0.000000,14,17,20,22,29,54,330,480,1200,1200,1200,1279,1,14,32.000194592651866,2.5703169994812924,1219.6186330002092,705.6497263487099
1765959976,40,,Aggregated,30.800000,0.100000,14,17,20,22,29,54,320,480,1200,1200,1200,1319,1,14,31.64479157240418,2.5703169994812924,1219.6186330002092,704.8529188779378
1765959977,40,,Aggregated,30.600000,0.100000,14,17,20,22,29,52,320,480,1200,1200,1200,1345,1,14,31.282035418587764,2.5703169994812924,1219.6186330002092,704.5345724907063
1765959978,40,,Aggregated,30.800000,0.100000,14,17,20,22,28,52,310,480,1200,1200,1200,1365,1,14,31.040125191207437,2.5703169994812924,1219.6186330002092,706.2791208791209
1765959979,40,,Aggregated,32.000000,0.100000,14,17,20,22,28,50,310,480,1200,1200,1200,1395,1,14,30.711452268099567,2.5703169994812924,1219.6186330002092,705.7942652329749
1765959980,40,,Aggregated,31.500000,0.100000,14,17,20,21,28,50,310,480,1200,1200,1200,1439,1,14,30.313293999304168,2.5703169994812924,1219.6186330002092,703.419041000695
1765959981,40,,Aggregated,30.800000,0.100000,14,17,19,21,28,49,300,480,1200,1200,1200,1472,1,14,29.935917431384702,2.5703169994812924,1219.6186330002092,703.4368206521739
1765959982,40,,Aggregated,30.800000,0.100000,14,17,20,22,29,52,300,480,1200,1200,1200,1498,1,14,30.113520317757796,2.5703169994812924,1219.6186330002092,703.5407209612817
1765959983,40,,Aggregated,30.600000,0.100000,14,17,20,22,29,52,280,480,1200,1200,1200,1524,1,14,29.978601883203616,2.5703169994812924,1219.6186330002092,704.9494750656168
1765959984,40,,Aggregated,28.800000,0.100000,14,17,20,22,29,50,280,480,1200,1200,1200,1550,1,14,29.71798840580842,2.5703169994812924,1219.6186330002092,703.6070967741936
1765959985,40,,Aggregated,29.700000,0.100000,14,17,20,21,29,50,280,480,1200,1200,1200,1574,2,14,29.461151083228028,0.6866359999548877,1219.6186330002092,703.2026683608641
1765959986,40,,Aggregated,30.000000,0.000000,14,17,19,21,29,49,280,480,1200,1200,1200,1595,2,14,29.271083464576872,0.6866359999548877,1219.6186330002092,703.4984326018808
1765959987,40,,Aggregated,29.700000,0.100000,14,17,19,21,28,48,280,470,1200,1200,1200,1629,2,14,28.988535944750865,0.6866359999548877,1219.6186330002092,702.0693677102516
1765959988,32,,Aggregated,28.600000,0.100000,14,17,19,21,28,48,270,470,1200,1200,1200,1655,2,14,28.766882232021448,0.6866359999548877,1219.6186330002092,707.009667673716
1765959989,30,,Aggregated,28.500000,0.100000,14,17,19,21,28,48,270,470,1200,1200,1200,1675,2,14,28.595561097908064,0.6866359999548877,1219.6186330002092,716.5922388059702
1765959990,30,,Aggregated,28.100000,0.100000,14,17,19,21,28,47,270,440,1200,1200,1200,1706,2,14,28.376856909729213,0.6866359999548877,1219.6186330002092,723.9783118405627
1765959991,30,,Aggregated,27.700000,0.100000,14,17,19,21,28,46,260,440,1200,1200,1200,1759,2,14,28.01559465832853,0.6866359999548877,1219.6186330002092,752.0989198408187
1765959992,30,,Aggregated,26.700000,0.100000,14,17,19,21,28,46,260,440,1200,1200,1200,1767,2,14,27.9660141262023,0.6866359999548877,1219.6186330002092,756.7945670628184
1765959993,30,,Aggregated,28.300000,0.100000,14,17,19,21,27,44,250,430,1200,1200,1200,1801,2,14,27.681641239866746,0.6866359999548877,1219.6186330002092,783.1277068295392
1765959994,30,,Aggregated,28.000000,0.100000,14,17,19,21,27,44,250,430,1200,1200,1200,1825,2,14,27.512006993425057,0.6866359999548877,1219.6186330002092,785.6958904109589
1765959995,30,,Aggregated,27.500000,0.100000,14,17,19,21,27,43,250,430,1200,1200,1200,1857,2,14,27.275229985998724,0.6866359999548877,1219.6186330002092,803.4981152396338
1765959996,30,,Aggregated,26.800000,0.100000,14,17,19,21,27,43,250,430,1200,1200,1200,1868,2,14,27.194693573875202,0.6866359999548877,1219.6186330002092,807.5819057815846
1765959997,30,,Aggregated,28.100000,0.000000,14,17,19,21,27,42,250,430,1200,1200,1200,1894,3,14,26.99086772333691,0.6833639999968,1219.6186330002092,822.2486800422387
1765959998,30,,Aggregated,27.500000,0.000000,14,17,19,21,27,42,240,400,1200,1200,1200,1908,3,14,26.93861500419221,0.6833639999968,1219.6186330002092,827.5461215932914
1765959999,30,,Aggregated,26.000000,0.100000,14,17,19,21,27,41,240,400,1200,1200,1200,1929,3,14,26.79823631829913,0.6833639999968,1219.6186330002092,837.319854847071
1765960000,30,,Aggregated,25.900000,0.100000,14,17,19,21,26,40,240,400,1200,1200,1200,1951,3,14,26.643326793952262,0.6833639999968,1219.6186330002092,843.9333675038442
1765960001,30,,Aggregated,25.800000,0.100000,14,17,19,21,26,39,240,400,1200,1200,1200,1989,3,14,26.37343505983084,0.6833639999968,1219.6186330002092,862.052790346908
1765960002,30,,Aggregated,25.000000,0.100000,14,17,19,21,26,38,240,370,1200,1200,1200,2014,3,14,26.230456116685538,0.6833639999968,1219.6186330002092,868.2045680238332
